PWGTP,ESR,name,Income
1312,Unemployed/NA,Supplementary Security Income [SSIP],10000
1032,Civilian employed,Supplementary Security Income [SSIP],10000
1203,Unemployed/NA,Public Assistance Income [PAP],6000
1365,Civilian employed,Public Assistance Income [PAP],2000
101023,Unemployed/NA,Supplementary Security Income [SSIP],5000
85455,Unemployed/NA,Supplementary Security Income [SSIP],14000
9448,Unemployed/NA,Supplementary Security Income [SSIP],1000
1314,Civilian employed,Supplementary Security Income [SSIP],8000
15267,Unemployed/NA,Supplementary Security Income [SSIP],8000
1997,Unemployed/NA,Public Assistance Income [PAP],1000
1997,Unemployed/NA,Supplementary Security Income [SSIP],8000
2784,Unemployed/NA,Supplementary Security Income [SSIP],1000
2655,Unemployed/NA,Public Assistance Income [PAP],2000
2655,Unemployed/NA,Supplementary Security Income [SSIP],9000
1527,Unemployed/NA,Supplementary Security Income [SSIP],11000
5779,Unemployed/NA,Supplementary Security Income [SSIP],7000
3754,Unemployed/NA,Supplementary Security Income [SSIP],12000
9015,Unemployed/NA,Supplementary Security Income [SSIP],5000
13738,Unemployed/NA,Public Assistance Income [PAP],2000
13738,Unemployed/NA,Supplementary Security Income [SSIP],10000
1580,Unemployed/NA,Supplementary Security Income [SSIP],14000
2681,Unemployed/NA,Supplementary Security Income [SSIP],11000
1083,Unemployed/NA,Public Assistance Income [PAP],3000
8980,Unemployed/NA,Supplementary Security Income [SSIP],6000
1571,Unemployed/NA,Supplementary Security Income [SSIP],9000
8370,Unemployed/NA,Supplementary Security Income [SSIP],4000
1491,Unemployed/NA,Public Assistance Income [PAP],1000
1491,Unemployed/NA,Supplementary Security Income [SSIP],11000
1016,Civilian employed,Public Assistance Income [PAP],3000
6913,Unemployed/NA,Public Assistance Income [PAP],6000
5886,Unemployed/NA,Supplementary Security Income [SSIP],10000
1060,Unemployed/NA,Supplementary Security Income [SSIP],3000
6659,Unemployed/NA,Supplementary Security Income [SSIP],3000
8821,Unemployed/NA,Supplementary Security Income [SSIP],2000
1116,Unemployed/NA,Supplementary Security Income [SSIP],2000
1889,Civilian employed,Public Assistance Income [PAP],2000
3121,Unemployed/NA,Supplementary Security Income [SSIP],12000
1071,Civilian employed,Public Assistance Income [PAP],1000
1517,Unemployed/NA,Supplementary Security Income [SSIP],1000
1318,Civilian employed,Public Assistance Income [PAP],1000
2683,Unemployed/NA,Public Assistance Income [PAP],4000
2683,Unemployed/NA,Supplementary Security Income [SSIP],10000
1588,Unemployed/NA,Supplementary Security Income [SSIP],2000
1130,Unemployed/NA,Supplementary Security Income [SSIP],28000
1860,Unemployed/NA,Supplementary Security Income [SSIP],14000
1022,Unemployed/NA,Supplementary Security Income [SSIP],18000
1775,Civilian employed,Supplementary Security Income [SSIP],9000
1007,Unemployed/NA,Supplementary Security Income [SSIP],18000
1335,Unemployed/NA,Supplementary Security Income [SSIP],3000
1156,Unemployed/NA,Supplementary Security Income [SSIP],10000
1321,Unemployed/NA,Supplementary Security Income [SSIP],20000
5096,Unemployed/NA,Supplementary Security Income [SSIP],9000
1137,Civilian employed,Public Assistance Income [PAP],3000
1463,Unemployed/NA,Supplementary Security Income [SSIP],1000
1852,Civilian employed,Supplementary Security Income [SSIP],9000
1962,Unemployed/NA,Supplementary Security Income [SSIP],10000
2499,Unemployed/NA,Supplementary Security Income [SSIP],11000
1188,Unemployed/NA,Public Assistance Income [PAP],1000
1636,Civilian employed,Public Assistance Income [PAP],1000
1695,Unemployed/NA,Supplementary Security Income [SSIP],4000
1599,Unemployed/NA,Public Assistance Income [PAP],3000
3253,Unemployed/NA,Supplementary Security Income [SSIP],12000
1749,Civilian employed,Public Assistance Income [PAP],1000
2050,Civilian employed,Public Assistance Income [PAP],1000
1404,Unemployed/NA,Supplementary Security Income [SSIP],13000
1844,Unemployed/NA,Public Assistance Income [PAP],1000
1844,Unemployed/NA,Supplementary Security Income [SSIP],12000
1257,Unemployed/NA,Supplementary Security Income [SSIP],15000
1256,Unemployed/NA,Supplementary Security Income [SSIP],11000
1098,Civilian employed,Public Assistance Income [PAP],2000
1257,Unemployed/NA,Public Assistance Income [PAP],4000
1257,Unemployed/NA,Supplementary Security Income [SSIP],9000
1736,Unemployed/NA,Supplementary Security Income [SSIP],6000
1334,Civilian employed,Public Assistance Income [PAP],2000
2456,Unemployed/NA,Supplementary Security Income [SSIP],14000
1683,Unemployed/NA,Supplementary Security Income [SSIP],6000
1305,Unemployed/NA,Supplementary Security Income [SSIP],11000
1101,Unemployed/NA,Supplementary Security Income [SSIP],18000
1020,Unemployed/NA,Public Assistance Income [PAP],1000
1020,Unemployed/NA,Supplementary Security Income [SSIP],4000
1378,Unemployed/NA,Supplementary Security Income [SSIP],7000
1107,Civilian employed,Public Assistance Income [PAP],3000
1112,Unemployed/NA,Supplementary Security Income [SSIP],7000
1067,Civilian employed,Public Assistance Income [PAP],2000
1109,Civilian employed,Public Assistance Income [PAP],1000
19889,Unemployed/NA,Supplementary Security Income [SSIP],5000
59005,Unemployed/NA,Supplementary Security Income [SSIP],17000
1732,Unemployed/NA,Supplementary Security Income [SSIP],16000
5118,Unemployed/NA,Supplementary Security Income [SSIP],1000
1103,Unemployed/NA,Supplementary Security Income [SSIP],4000
1169,Civilian employed,Supplementary Security Income [SSIP],7000
16535,Unemployed/NA,Supplementary Security Income [SSIP],4000
20003,Unemployed/NA,Supplementary Security Income [SSIP],2000
13470,Unemployed/NA,Supplementary Security Income [SSIP],3000
1403,Civilian employed,Supplementary Security Income [SSIP],8000
1466,Civilian employed,Public Assistance Income [PAP],1000
15777,Unemployed/NA,Public Assistance Income [PAP],9000
12369,Unemployed/NA,Supplementary Security Income [SSIP],8000
3922,Unemployed/NA,Supplementary Security Income [SSIP],3000
6368,Unemployed/NA,Public Assistance Income [PAP],2000
1922,Civilian employed,Supplementary Security Income [SSIP],10000
7458,Unemployed/NA,Supplementary Security Income [SSIP],7000
2654,Civilian employed,Public Assistance Income [PAP],1000
7261,Unemployed/NA,Public Assistance Income [PAP],13000
1851,Unemployed/NA,Public Assistance Income [PAP],1000
7189,Unemployed/NA,Supplementary Security Income [SSIP],3000
2392,Unemployed/NA,Supplementary Security Income [SSIP],9000
2018,Civilian employed,Public Assistance Income [PAP],2000
2956,Unemployed/NA,Public Assistance Income [PAP],3000
4129,Unemployed/NA,Public Assistance Income [PAP],14000
2810,Unemployed/NA,Public Assistance Income [PAP],2000
1290,Civilian employed,Public Assistance Income [PAP],5000
5718,Unemployed/NA,Supplementary Security Income [SSIP],13000
1602,Unemployed/NA,Supplementary Security Income [SSIP],15000
5307,Unemployed/NA,Supplementary Security Income [SSIP],6000
1283,Unemployed/NA,Public Assistance Income [PAP],16000
1565,Unemployed/NA,Supplementary Security Income [SSIP],12000
1956,Unemployed/NA,Supplementary Security Income [SSIP],10000
1643,Unemployed/NA,Supplementary Security Income [SSIP],4000
4827,Unemployed/NA,Supplementary Security Income [SSIP],4000
4372,Unemployed/NA,Public Assistance Income [PAP],1000
1362,Civilian employed,Public Assistance Income [PAP],3000
1048,Unemployed/NA,Supplementary Security Income [SSIP],17000
1541,Civilian employed,Supplementary Security Income [SSIP],9000
1216,Civilian employed,Supplementary Security Income [SSIP],6000
1399,Unemployed/NA,Public Assistance Income [PAP],3000
2339,Unemployed/NA,Public Assistance Income [PAP],1000
2339,Unemployed/NA,Supplementary Security Income [SSIP],6000
1067,Unemployed/NA,Supplementary Security Income [SSIP],15000
2002,Unemployed/NA,Supplementary Security Income [SSIP],9000
1021,Civilian employed,Public Assistance Income [PAP],5000
1041,Civilian employed,Public Assistance Income [PAP],4000
4313,Unemployed/NA,Public Assistance Income [PAP],15000
1539,Unemployed/NA,Supplementary Security Income [SSIP],18000
1557,Unemployed/NA,Supplementary Security Income [SSIP],7000
1071,Civilian employed,Supplementary Security Income [SSIP],10000
1015,Unemployed/NA,Public Assistance Income [PAP],5000
1287,Unemployed/NA,Public Assistance Income [PAP],1000
1170,Unemployed/NA,Supplementary Security Income [SSIP],14000
1278,Civilian employed,Supplementary Security Income [SSIP],9000
1308,Civilian employed,Supplementary Security Income [SSIP],10000
1111,Civilian employed,Public Assistance Income [PAP],3000
2916,Unemployed/NA,Supplementary Security Income [SSIP],11000
1026,Civilian employed,Public Assistance Income [PAP],2000
1064,Unemployed/NA,Supplementary Security Income [SSIP],15000
1132,Civilian employed,Supplementary Security Income [SSIP],8000
1250,Civilian employed,Public Assistance Income [PAP],2000
51319,Unemployed/NA,Public Assistance Income [PAP],3000
1927,Unemployed/NA,Public Assistance Income [PAP],4000
20183,Unemployed/NA,Supplementary Security Income [SSIP],2000
6508,Unemployed/NA,Supplementary Security Income [SSIP],26000
2740,Civilian employed,Public Assistance Income [PAP],1000
9885,Unemployed/NA,Supplementary Security Income [SSIP],4000
2124,Unemployed/NA,Supplementary Security Income [SSIP],4000
1175,Unemployed/NA,Supplementary Security Income [SSIP],7000
21963,Unemployed/NA,Supplementary Security Income [SSIP],3000
1311,Unemployed/NA,Supplementary Security Income [SSIP],2000
8262,Unemployed/NA,Supplementary Security Income [SSIP],2000
2291,Unemployed/NA,Supplementary Security Income [SSIP],8000
7392,Unemployed/NA,Supplementary Security Income [SSIP],1000
5058,Unemployed/NA,Supplementary Security Income [SSIP],11000
4442,Unemployed/NA,Supplementary Security Income [SSIP],5000
4224,Unemployed/NA,Public Assistance Income [PAP],1000
7811,Unemployed/NA,Supplementary Security Income [SSIP],2000
1333,Unemployed/NA,Supplementary Security Income [SSIP],11000
1426,Civilian employed,Public Assistance Income [PAP],1000
2210,Civilian employed,Public Assistance Income [PAP],2000
1643,Unemployed/NA,Supplementary Security Income [SSIP],10000
1175,Unemployed/NA,Supplementary Security Income [SSIP],4000
1273,Unemployed/NA,Supplementary Security Income [SSIP],17000
1546,Unemployed/NA,Supplementary Security Income [SSIP],14000
8837,Unemployed/NA,Supplementary Security Income [SSIP],8000
1172,Unemployed/NA,Supplementary Security Income [SSIP],6000
2582,Civilian employed,Public Assistance Income [PAP],1000
1343,Unemployed/NA,Supplementary Security Income [SSIP],4000
1139,Civilian employed,Public Assistance Income [PAP],2000
1023,Unemployed/NA,Public Assistance Income [PAP],6000
1023,Unemployed/NA,Supplementary Security Income [SSIP],10000
8542,Unemployed/NA,Supplementary Security Income [SSIP],4000
1159,Unemployed/NA,Supplementary Security Income [SSIP],8000
2129,Unemployed/NA,Supplementary Security Income [SSIP],3000
2192,Unemployed/NA,Supplementary Security Income [SSIP],6000
2262,Civilian employed,Public Assistance Income [PAP],1000
1518,Unemployed/NA,Public Assistance Income [PAP],1000
1518,Unemployed/NA,Supplementary Security Income [SSIP],8000
1121,Unemployed/NA,Public Assistance Income [PAP],5000
1671,Unemployed/NA,Supplementary Security Income [SSIP],8000
1723,Civilian employed,Public Assistance Income [PAP],2000
2286,Unemployed/NA,Public Assistance Income [PAP],1000
1918,Unemployed/NA,Supplementary Security Income [SSIP],13000
1035,Unemployed/NA,Public Assistance Income [PAP],4000
3299,Unemployed/NA,Supplementary Security Income [SSIP],3000
1262,Unemployed/NA,Public Assistance Income [PAP],2000
1262,Unemployed/NA,Supplementary Security Income [SSIP],6000
1361,Unemployed/NA,Supplementary Security Income [SSIP],13000
1008,Civilian employed,Public Assistance Income [PAP],4000
1002,Unemployed/NA,Supplementary Security Income [SSIP],28000
1616,Unemployed/NA,Public Assistance Income [PAP],5000
1616,Unemployed/NA,Supplementary Security Income [SSIP],10000
1155,Civilian employed,Public Assistance Income [PAP],3000
1551,Civilian employed,Public Assistance Income [PAP],1000
1238,Unemployed/NA,Supplementary Security Income [SSIP],2000
16676,Unemployed/NA,Supplementary Security Income [SSIP],6000
2102,Civilian employed,Public Assistance Income [PAP],2000
3333,Unemployed/NA,Supplementary Security Income [SSIP],8000
39785,Unemployed/NA,Supplementary Security Income [SSIP],3000
1136,Civilian employed,Public Assistance Income [PAP],1000
1997,Civilian employed,Public Assistance Income [PAP],2000
9594,Unemployed/NA,Supplementary Security Income [SSIP],3000
6822,Unemployed/NA,Supplementary Security Income [SSIP],6000
1231,Unemployed/NA,Supplementary Security Income [SSIP],1000
89656,Unemployed/NA,Public Assistance Income [PAP],1000
23985,Unemployed/NA,Supplementary Security Income [SSIP],21000
3826,Civilian employed,Public Assistance Income [PAP],1000
5084,Unemployed/NA,Supplementary Security Income [SSIP],8000
21249,Unemployed/NA,Supplementary Security Income [SSIP],4000
2164,Unemployed/NA,Supplementary Security Income [SSIP],3000
10492,Unemployed/NA,Public Assistance Income [PAP],4000
3320,Unemployed/NA,Supplementary Security Income [SSIP],5000
6103,Unemployed/NA,Supplementary Security Income [SSIP],25000
3242,Unemployed/NA,Supplementary Security Income [SSIP],2000
2431,Unemployed/NA,Public Assistance Income [PAP],5000
2431,Unemployed/NA,Supplementary Security Income [SSIP],10000
4182,Unemployed/NA,Supplementary Security Income [SSIP],10000
4047,Unemployed/NA,Public Assistance Income [PAP],19000
1306,Civilian employed,Supplementary Security Income [SSIP],10000
2076,Unemployed/NA,Public Assistance Income [PAP],3000
1018,Unemployed/NA,Supplementary Security Income [SSIP],3000
1628,Civilian employed,Supplementary Security Income [SSIP],6000
1217,Unemployed/NA,Supplementary Security Income [SSIP],18000
2472,Civilian employed,Public Assistance Income [PAP],1000
1685,Unemployed/NA,Supplementary Security Income [SSIP],10000
3208,Unemployed/NA,Supplementary Security Income [SSIP],2000
17964,Unemployed/NA,Supplementary Security Income [SSIP],7000
2002,Civilian employed,Public Assistance Income [PAP],1000
12265,Unemployed/NA,Public Assistance Income [PAP],1000
1385,Civilian employed,Supplementary Security Income [SSIP],9000
1273,Unemployed/NA,Supplementary Security Income [SSIP],5000
1186,Unemployed/NA,Supplementary Security Income [SSIP],5000
1153,Unemployed/NA,Public Assistance Income [PAP],4000
7941,Unemployed/NA,Supplementary Security Income [SSIP],5000
3441,Unemployed/NA,Public Assistance Income [PAP],1000
1311,Civilian employed,Public Assistance Income [PAP],2000
1721,Unemployed/NA,Public Assistance Income [PAP],1000
1721,Unemployed/NA,Supplementary Security Income [SSIP],6000
2512,Unemployed/NA,Supplementary Security Income [SSIP],5000
1671,Unemployed/NA,Public Assistance Income [PAP],4000
1253,Civilian employed,Public Assistance Income [PAP],1000
1310,Unemployed/NA,Public Assistance Income [PAP],5000
1052,Civilian employed,Supplementary Security Income [SSIP],8000
1303,Unemployed/NA,Supplementary Security Income [SSIP],13000
1359,Civilian employed,Public Assistance Income [PAP],1000
1606,Unemployed/NA,Supplementary Security Income [SSIP],16000
3189,Unemployed/NA,Supplementary Security Income [SSIP],9000
1135,Civilian employed,Public Assistance Income [PAP],2000
1257,Unemployed/NA,Supplementary Security Income [SSIP],10000
1095,Unemployed/NA,Public Assistance Income [PAP],3000
1266,Civilian employed,Supplementary Security Income [SSIP],9000
1001,Unemployed/NA,Public Assistance Income [PAP],1000
1001,Unemployed/NA,Supplementary Security Income [SSIP],5000
1442,Unemployed/NA,Supplementary Security Income [SSIP],14000
1454,Civilian employed,Supplementary Security Income [SSIP],10000
1084,Unemployed/NA,Supplementary Security Income [SSIP],28000
1410,Civilian employed,Public Assistance Income [PAP],2000
1159,Unemployed/NA,Supplementary Security Income [SSIP],4000
1871,Unemployed/NA,Supplementary Security Income [SSIP],12000
1010,Unemployed/NA,Public Assistance Income [PAP],3000
1010,Unemployed/NA,Supplementary Security Income [SSIP],6000
1204,Civilian employed,Supplementary Security Income [SSIP],9000
151749,Unemployed/NA,Supplementary Security Income [SSIP],13000
9318,Unemployed/NA,Supplementary Security Income [SSIP],1000
78229,Unemployed/NA,Supplementary Security Income [SSIP],15000
29783,Unemployed/NA,Public Assistance Income [PAP],6000
20806,Unemployed/NA,Public Assistance Income [PAP],7000
1505,Unemployed/NA,Supplementary Security Income [SSIP],8000
1102,Unemployed/NA,Supplementary Security Income [SSIP],18000
11658,Unemployed/NA,Supplementary Security Income [SSIP],6000
12499,Unemployed/NA,Public Assistance Income [PAP],11000
6503,Unemployed/NA,Supplementary Security Income [SSIP],7000
1947,Civilian employed,Public Assistance Income [PAP],2000
1243,Unemployed/NA,Supplementary Security Income [SSIP],15000
23409,Unemployed/NA,Supplementary Security Income [SSIP],6000
1221,Unemployed/NA,Public Assistance Income [PAP],2000
1221,Unemployed/NA,Supplementary Security Income [SSIP],8000
2159,Unemployed/NA,Public Assistance Income [PAP],2000
2159,Unemployed/NA,Supplementary Security Income [SSIP],7000
1146,Unemployed/NA,Supplementary Security Income [SSIP],15000
4627,Unemployed/NA,Supplementary Security Income [SSIP],3000
2375,Unemployed/NA,Public Assistance Income [PAP],3000
1506,Unemployed/NA,Public Assistance Income [PAP],2000
1506,Unemployed/NA,Supplementary Security Income [SSIP],8000
1348,Unemployed/NA,Supplementary Security Income [SSIP],28000
10570,Unemployed/NA,Public Assistance Income [PAP],1000
3494,Unemployed/NA,Supplementary Security Income [SSIP],10000
1536,Unemployed/NA,Supplementary Security Income [SSIP],11000
8044,Unemployed/NA,Supplementary Security Income [SSIP],12000
1172,Unemployed/NA,Public Assistance Income [PAP],2000
1172,Unemployed/NA,Supplementary Security Income [SSIP],12000
7736,Unemployed/NA,Supplementary Security Income [SSIP],9000
4046,Unemployed/NA,Supplementary Security Income [SSIP],4000
1205,Unemployed/NA,Supplementary Security Income [SSIP],7000
3133,Unemployed/NA,Supplementary Security Income [SSIP],9000
1782,Unemployed/NA,Supplementary Security Income [SSIP],12000
2497,Civilian employed,Public Assistance Income [PAP],1000
6084,Unemployed/NA,Public Assistance Income [PAP],1000
3342,Unemployed/NA,Supplementary Security Income [SSIP],1000
1124,Unemployed/NA,Public Assistance Income [PAP],1000
2299,Civilian employed,Public Assistance Income [PAP],1000
2098,Unemployed/NA,Supplementary Security Income [SSIP],28000
1126,Unemployed/NA,Supplementary Security Income [SSIP],20000
2028,Unemployed/NA,Supplementary Security Income [SSIP],17000
3860,Unemployed/NA,Supplementary Security Income [SSIP],4000
1910,Civilian employed,Supplementary Security Income [SSIP],10000
1112,Unemployed/NA,Supplementary Security Income [SSIP],16000
1875,Unemployed/NA,Supplementary Security Income [SSIP],2000
1667,Unemployed/NA,Supplementary Security Income [SSIP],2000
1682,Unemployed/NA,Supplementary Security Income [SSIP],31000
1214,Civilian employed,Supplementary Security Income [SSIP],10000
1142,Unemployed/NA,Supplementary Security Income [SSIP],13000
1367,Unemployed/NA,Public Assistance Income [PAP],1000
1367,Unemployed/NA,Supplementary Security Income [SSIP],1000
2013,Unemployed/NA,Supplementary Security Income [SSIP],12000
1804,Unemployed/NA,Supplementary Security Income [SSIP],14000
2715,Civilian employed,Public Assistance Income [PAP],1000
1284,Unemployed/NA,Supplementary Security Income [SSIP],17000
1869,Unemployed/NA,Supplementary Security Income [SSIP],1000
1218,Unemployed/NA,Public Assistance Income [PAP],2000
1218,Unemployed/NA,Supplementary Security Income [SSIP],2000
1237,Unemployed/NA,Supplementary Security Income [SSIP],6000
1719,Unemployed/NA,Public Assistance Income [PAP],4000
1126,Unemployed/NA,Supplementary Security Income [SSIP],17000
1063,Unemployed/NA,Public Assistance Income [PAP],3000
1069,Civilian employed,Public Assistance Income [PAP],3000
1020,Civilian employed,Public Assistance Income [PAP],2000
4397,Unemployed/NA,Supplementary Security Income [SSIP],8000
32762,Unemployed/NA,Supplementary Security Income [SSIP],5000
4852,Unemployed/NA,Supplementary Security Income [SSIP],6000
66627,Unemployed/NA,Supplementary Security Income [SSIP],3000
10588,Unemployed/NA,Supplementary Security Income [SSIP],6000
2458,Unemployed/NA,Supplementary Security Income [SSIP],4000
3025,Unemployed/NA,Public Assistance Income [PAP],2000
15043,Unemployed/NA,Supplementary Security Income [SSIP],23000
8692,Unemployed/NA,Supplementary Security Income [SSIP],9000
1092,Unemployed/NA,Supplementary Security Income [SSIP],15000
1294,Civilian employed,Public Assistance Income [PAP],1000
22751,Unemployed/NA,Public Assistance Income [PAP],2000
3368,Unemployed/NA,Supplementary Security Income [SSIP],9000
1448,Civilian employed,Public Assistance Income [PAP],1000
15668,Unemployed/NA,Supplementary Security Income [SSIP],1000
2025,Unemployed/NA,Public Assistance Income [PAP],17000
2269,Unemployed/NA,Supplementary Security Income [SSIP],11000
7199,Unemployed/NA,Public Assistance Income [PAP],1000
3555,Unemployed/NA,Public Assistance Income [PAP],20000
2758,Unemployed/NA,Supplementary Security Income [SSIP],6000
2737,Unemployed/NA,Supplementary Security Income [SSIP],15000
7827,Unemployed/NA,Supplementary Security Income [SSIP],10000
1117,Unemployed/NA,Supplementary Security Income [SSIP],21000
5874,Unemployed/NA,Supplementary Security Income [SSIP],8000
1701,Unemployed/NA,Public Assistance Income [PAP],2000
3569,Unemployed/NA,Supplementary Security Income [SSIP],10000
2806,Unemployed/NA,Public Assistance Income [PAP],18000
7464,Unemployed/NA,Supplementary Security Income [SSIP],11000
1161,Unemployed/NA,Public Assistance Income [PAP],1000
9653,Unemployed/NA,Supplementary Security Income [SSIP],8000
1782,Civilian employed,Public Assistance Income [PAP],2000
1671,Civilian employed,Public Assistance Income [PAP],2000
1123,Civilian employed,Supplementary Security Income [SSIP],10000
1056,Unemployed/NA,Public Assistance Income [PAP],2000
1075,Unemployed/NA,Supplementary Security Income [SSIP],6000
1025,Civilian employed,Public Assistance Income [PAP],3000
1203,Civilian employed,Supplementary Security Income [SSIP],11000
2477,Civilian employed,Public Assistance Income [PAP],1000
1106,Unemployed/NA,Supplementary Security Income [SSIP],14000
1600,Unemployed/NA,Public Assistance Income [PAP],21000
1165,Unemployed/NA,Supplementary Security Income [SSIP],16000
1321,Unemployed/NA,Public Assistance Income [PAP],3000
1057,Unemployed/NA,Supplementary Security Income [SSIP],8000
1180,Civilian employed,Public Assistance Income [PAP],1000
1934,Unemployed/NA,Public Assistance Income [PAP],3000
2766,Unemployed/NA,Public Assistance Income [PAP],2000
1083,Unemployed/NA,Supplementary Security Income [SSIP],9000
1037,Civilian employed,Supplementary Security Income [SSIP],6000
1679,Civilian employed,Public Assistance Income [PAP],2000
1716,Unemployed/NA,Public Assistance Income [PAP],2000
1716,Unemployed/NA,Supplementary Security Income [SSIP],7000
1266,Unemployed/NA,Public Assistance Income [PAP],1000
1149,Civilian employed,Public Assistance Income [PAP],1000
1414,Civilian employed,Supplementary Security Income [SSIP],10000
1016,Civilian employed,Public Assistance Income [PAP],5000
1944,Unemployed/NA,Supplementary Security Income [SSIP],15000
1004,Unemployed/NA,Public Assistance Income [PAP],1000
1004,Unemployed/NA,Supplementary Security Income [SSIP],2000
1111,Civilian employed,Public Assistance Income [PAP],1000
2128,Unemployed/NA,Public Assistance Income [PAP],22000
4545,Unemployed/NA,Supplementary Security Income [SSIP],1000
1086,Unemployed/NA,Public Assistance Income [PAP],2000
14821,Unemployed/NA,Public Assistance Income [PAP],1000
14821,Unemployed/NA,Supplementary Security Income [SSIP],10000
60911,Unemployed/NA,Supplementary Security Income [SSIP],10000
13698,Unemployed/NA,Supplementary Security Income [SSIP],29000
1623,Unemployed/NA,Supplementary Security Income [SSIP],12000
2079,Unemployed/NA,Supplementary Security Income [SSIP],2000
11593,Unemployed/NA,Supplementary Security Income [SSIP],11000
3336,Unemployed/NA,Public Assistance Income [PAP],3000
3336,Unemployed/NA,Supplementary Security Income [SSIP],10000
1558,Unemployed/NA,Supplementary Security Income [SSIP],8000
6916,Unemployed/NA,Supplementary Security Income [SSIP],2000
1524,Unemployed/NA,Supplementary Security Income [SSIP],13000
3349,Unemployed/NA,Public Assistance Income [PAP],1000
1271,Unemployed/NA,Supplementary Security Income [SSIP],9000
3264,Unemployed/NA,Supplementary Security Income [SSIP],4000
7861,Unemployed/NA,Public Assistance Income [PAP],12000
2114,Unemployed/NA,Supplementary Security Income [SSIP],10000
1044,Unemployed/NA,Supplementary Security Income [SSIP],7000
1832,Unemployed/NA,Supplementary Security Income [SSIP],13000
3611,Unemployed/NA,Public Assistance Income [PAP],2000
3611,Unemployed/NA,Supplementary Security Income [SSIP],11000
18029,Unemployed/NA,Supplementary Security Income [SSIP],10000
1124,Civilian employed,Public Assistance Income [PAP],1000
4049,Unemployed/NA,Supplementary Security Income [SSIP],7000
2365,Unemployed/NA,Supplementary Security Income [SSIP],1000
1887,Unemployed/NA,Public Assistance Income [PAP],1000
9083,Unemployed/NA,Supplementary Security Income [SSIP],30000
1580,Unemployed/NA,Public Assistance Income [PAP],1000
1037,Unemployed/NA,Supplementary Security Income [SSIP],5000
4281,Unemployed/NA,Supplementary Security Income [SSIP],1000
1631,Civilian employed,Public Assistance Income [PAP],1000
1347,Civilian employed,Public Assistance Income [PAP],2000
2758,Unemployed/NA,Public Assistance Income [PAP],2000
1020,Unemployed/NA,Public Assistance Income [PAP],1000
1846,Civilian employed,Public Assistance Income [PAP],2000
1795,Unemployed/NA,Supplementary Security Income [SSIP],2000
1231,Unemployed/NA,Public Assistance Income [PAP],3000
1253,Unemployed/NA,Supplementary Security Income [SSIP],13000
1274,Unemployed/NA,Supplementary Security Income [SSIP],9000
1580,Civilian employed,Public Assistance Income [PAP],2000
1254,Civilian employed,Supplementary Security Income [SSIP],7000
1030,Civilian employed,Public Assistance Income [PAP],2000
1329,Civilian employed,Public Assistance Income [PAP],1000
